EURING Code,Current Name,Date Updated,Notes,Old name,Current IOC code
34910,Smithornis rufolateralis,02/06/2008,,Smithornis rufolateralis,14230
34920,Smithornis sharpei,02/06/2008,,Smithornis sharpei,14226
34930,Spermestes bicolor,02/06/2008,,Spermestes bicolor,33020
34940,Spermestes cucullata,02/06/2008,,Spermestes cucullatus,33015
34950,Spermestes fringilloides,02/06/2008,,Spermestes fringilloides,33019
34960,Spiloptila clamans,02/06/2008,,Spiloptila clamans,26536
34970,Aquila africana,02/06/2008,,Spizaetus africanus,8359
34980,Sporopipes frontalis,02/06/2008,,Sporopipes frontalis,32666
34990,Sternula balaenarum,02/06/2008,,Sterna balaenarum,7109
35000,Streptopelia decipiens,02/06/2008,,Streptopelia decipiens,4631
35010,Streptopelia hypopyrrha,02/06/2008,,Streptopelia hypopyrrha,4608
35020,Strix woodfordii,02/06/2008,,Strix woodfordii,9748
35030,Sylvietta denti,02/06/2008,,Sylvietta denti,25223
35040,Tachymarptis aequatorialis,02/06/2008,,Tachymarptis aequatorialis,2586
35050,Tauraco leucolophus,02/06/2008,,Tauraco leucolophus,3762
35060,Tauraco macrorhynchus,02/06/2008,,Tauraco macrorhynchus,3757
35070,Tauraco persa,02/06/2008,,Tauraco persa,3764
35080,Tchagra australis,02/06/2008,,Tchagra australis,20050
35090,Bocagia minuta,02/06/2008,,Tchagra minuta,20044
35100,Telacanthura melanopygia,02/06/2008,,Telacanthura melanopygia,2472
35110,Telacanthura ussheri,02/06/2008,,Telacanthura ussheri,2466
35120,Chlorophoneus multicolor,02/06/2008,,Telophorus multicolor,20007
35130,Obsolete code,02/06/2008,Duplicated species ? use 33060,Telophorus sulfureopectus,NA
35140,Terpsiphone rufocinerea,02/06/2008,,Terpsiphone rufocinerea,22017
35150,Thalassornis leuconotus,02/06/2008,,Thalassornis leuconotus,237
35160,Thamnolaea cinnamomeiventris,02/06/2008,,Thamnolaea cinnamomeiventris,31538
35170,Thamnolaea coronata,02/06/2008,,Thamnolaea coronata,31546
35180,Thescelocichla leucopleura,02/06/2008,,Thescelocichla leucopleura,24347
35190,Tigriornis leucolopha,02/06/2008,,Tigriornis leucolophus,7857
35200,Lophoceros camurus,02/06/2008,,Tockus camurus,10080
35210,Tockus erythrorhynchus,02/06/2008,,Tockus erythrorhynchus,10043
35220,Lophoceros fasciatus sensu lato,14/11/2023,includes Lophoceros semifasciatus,Tockus fasciatus,NA
35221,Lophoceros fasciatus,14/11/2023,excludes Lophoceros semifasciatus,,10071
35222,Lophoceros semifasciatus,14/11/2023,,,10069
35230,Horizocerus hartlaubi,02/06/2008,,Tockus hartlaubi,10105
35240,Trachyphonus margaritatus,02/06/2008,,Trachyphonus margaritatus,11555
35250,Trachyphonus purpuratus,02/06/2008,,Trachyphonus purpuratus,11538
35260,Treron calvus,02/06/2008,,Treron calva,5230
35270,Tricholaema hirsuta,02/06/2008,,Tricholaema hirsuta,11457
35280,Trigonoceps occipitalis,02/06/2008,,Trigonoceps occipitalis,8227
35290,Trochocercus nitens,02/06/2008,,Trochocercus nitens,22013
35300,Horizocerus albocristatus,02/06/2008,,Tropicranus albocristatus,10109
35310,Turdoides plebejus,02/06/2008,,Turdoides plebejus,28320
35320,Turdoides reinwardtii,02/06/2008,,Turdoides reinwardtii,28352
35330,Turnix nanus,02/06/2008,,Turnix nana,6295
35340,Turtur abyssinicus,02/06/2008,,Turtur abyssinicus,4774
35350,Turtur brehmeri,02/06/2008,,Turtur brehmeri,4783
35360,Obsolete code,02/06/2008,Duplicated species ? use 2330,Turtur tympanistria,NA
35370,Obsolete code,02/06/2008,Duplicated species ? use 08467,Upupa africana,NA
35380,Urocolius macrourus,02/06/2008,,Urocolius macrourus,9798
35390,Urolais epichlorus,02/06/2008,,Urolais epichlora,26525
35400,Urotriorchis macrourus,02/06/2008,,Urotriorchis macrourus,8391
35410,Vanellus crassirostris,02/06/2008,,Vanellus crassirostris,6441
35420,Vanellus lugubris,02/06/2008,,Vanellus lugubris,6453
35430,Vanellus senegallus,02/06/2008,,Vanellus senegallus,6461
35440,Vanellus superciliosus,02/06/2008,,Vanellus superciliosus,6466
35450,Obsolete code,02/06/2008,Duplicated species ? use 04880,Vanellus tectus,NA
35460,Vidua chalybeata,02/06/2008,,Vidua chalybeata,33440
35470,Vidua funerea,02/06/2008,,Vidua funerea,33451
35480,Vidua interjecta,02/06/2008,,Vidua interjecta,33471
35490,Vidua larvaticola,02/06/2008,,Vidua larvaticola,33450
35500,Vidua maryae,02/06/2008,,Vidua maryae,33459
35510,Vidua nigeriae,02/06/2008,,Vidua nigeriae,33457
35520,Vidua paradisaea,02/06/2008,,Vidua paradisaea,33467
35530,Vidua raricola,02/06/2008,,Vidua raricola,33449
35540,Vidua wilsoni,02/06/2008,,Vidua wilsoni,33456
35550,Geokichla crossleyi,02/06/2008,,Zoothera crossleyi,30107
35560,Geokichla princei,02/06/2008,,Zoothera princei,30092
35570,Zosterops senegalensis,02/06/2008,,Zosterops senegalensis,27288
35580,Lamprotornis superbus,09/11/2009,,Lamprotornis superbus,29766
35590,Eudynamys scolopaceus,09/11/2009,,Eudynamys scolopacae,4161
35600,Obsolete code,09/11/2009,Duplicated species ? use 16180,Lonchura malabarica,NA
35610,Chenonetta jubata,09/11/2009,,Chenonetta jubata,355
35620,Cereopsis novaehollandiae,23/11/2010,,Cereopsis novaehollandiae,240
35630,Dendrocincla fuliginosa,30/01/2012,Plain-brown Woodcreeper,Dendrocincla suliginosa,14530
35640,Allenia fusca,19/03/2012,Scaly-breasted Thrasher,Allenia fusca,29486
35650,Obsolete code,19/03/2012,Duplicated species ? use 06560,Fratercula cirrhata,NA
35660,Rhea americana,19/03/2012,Greater Rhea,Rhea americana,8
35670,Pavo cristatus,19/03/2012,Peacock,Pavo cristatus,1424
35680,Thectocercus acuticaudatus,19/03/2012,Blue-crowned Parakeet,Aratinga acuticaudata,13494
35690,Psittacara mitratus,19/03/2012,Mitred Parakeet,Aratinga mitrata,13515
35700,Psittacara erythrogenys,19/03/2012,Red-masked Parakeet,Aratinga erythrogenys,13521
35710,Agapornis fischeri,19/03/2012,Fischer's Lovebird,Agapornis fischeri,14152
35720,Alectroenas pulcherrimus,07/07/2014,Seychelles blue pigeon,Alectroenas pulcherrima,5468
35730,Cinnyris dussumieri,07/07/2014,Seychelles sunbird,Cinnyris dussumieri,32336
35740,Foudia madagascariensis,07/07/2014,Madagascar Red Fody,Foudia madagascariensis,32889
35750,Foudia sechellarum,07/07/2014,Seychelles Fody,Foudia sechellarum,32903
35760,Zosterops modestus,07/07/2014,Seychelles White-eye,Zosterops modestus,27313
35770,Emberiza godlewskii,07/07/2014,Godlewski's Bunting,Emberiza godlewskii,34585
35780,Anas flavirostris,24/09/2014,Yellow-billed Teal,Anas flavirostris,449
35790,Geopelia striata,06/02/2015,formerly Columba striata,Geopelia striata,4849
35800,Geopelia placida,28/04/2015,Peaceful Dove,Geopelia placida,4851
35810,Glaucidium cuculoides,28/04/2015,Asian Barred Owlet,Glaucidium cuculoides,9153
35820,Obsolete code,18/05/2015,Duplicated species ? use 04900,Vanellus indicus,NA
35830,Spatula versicolor,20/02/2017,Silver/versicolour Teal,Anas versicolor,375
35840,Emberiza sahari,20/02/2018,House Bunting - now split from E. striolata 18630,Emberiza sahari,34616
35850,Chloephaga rubidiceps,09/04/2018,Ruddy-headed Goose,Chloephaga rubidiceps,338
35860,Habia rubica,28/04/2018,Red-crowned Ant Tanager,Habia rubica,36220
35870,Obsolete code,24/09/2018,Duplicated species ? use 01120,Egretta caerulea,NA
35880,Eudyptes moseleyi,17/01/2019,Northern Rockhopper Penguin,Eudyptes moseleyi,7318
35890,Eudyptes chrysocome,17/01/2019,Southern Rockhopper Penguin,Eudyptes chrysocome,7320
35900,Pachyptila vittata,08/04/2019,,Pachyptila vittata,7442
35910,Phoebetria fusca,08/04/2019,Formerly Diomedea fusca,Phoebetria fusca,7374
35920,Dromaius novaehollandiae,05/07/2019,Emu,Dromaius novaehollandiae,32
35930,Acrocephalus sechellensis,22/01/2020,,Acrocephalus sechellensis,25734
35940,Pachyptila salvini,20/02/2020,,Pachyptila salvini,7444
35941,Pachyptila salvini salvini,20/02/2020,,Pachyptila salvini salvini,NA
35942,Pachyptila salvini macgillivrayi,20/02/2020,MacGillivray?s Prion,Pachyptila salvini macgillivrayi,NA
35950,Dendrocygna viduata,04/06/2020,,Dendrocygna viduata,224
35960,Obsolete code,15/06/2020,Duplicated species ? use 04870,Vanellus spinosus,NA
35980,Larus armenicus,11/01/2021,Formerly within L. argentatus group,Larus armenicus,7043
35990,Pterodroma deserta,11/01/2021,Split from Pterodroma feae,Pterodroma deserta,7477
36000,Diomedea dabbenena,20/02/2020,,Diomedea dabbenena,7368
36010,Rowettia goughensis,20/02/2020,,Rowettia goughensis,37142
36020,Agapornis personatus,11/01/2021,,Agapornis personatus,14153
36030,Amazona aestiva,11/01/2021,,Amazona aestiva ,13264
36040,Aratinga nenday,11/01/2021,,Aratinga nenday,13454
36050,Pycnonotus leucotis,11/01/2021,,Pycnonotus leucotis,24814
36060,Pycnonotus cafer,11/01/2021,,Pycnonotus cafer ,24793
36070,Poecile hyrcanus,11/01/2021,Split from P. lugubris,Poecile hyrcanus,23554
36080,Columba iriditorques,11/01/2021,,Columba iriditorques,4501
36090,Schistolais leontica,11/01/2021,Formerly Prinia leontica,Schistolais leontica,26516
36100,Ploceus nigerrimus,11/01/2021,,Ploceus nigerrimus,32779
36110,Pyrenestes sanguineus,01/05/2021,,,33363
36120,Laniarius major,01/05/2021,,,20137
36130,Macrosphenus concolor,01/05/2021,,,25181
36140,Apalis sharpii,01/05/2021,,,26620
36150,Larus vegae,09/06/2021,,,7033
36160,Crithagra mozambica,09/06/2021,,,34205
36170,Lophonetta specularioides,17/07/2021,,,366
36180,Alaudala heinei,21/10/2021,formerly Alaudala rufescens heinei,,24297
36190,Nannopterum harrisi,14/02/2022,,Phalacrocorax harrisi,7746
36200,Ceratopipra erythrocephala,27/02/2022,,,18398
36210,Sclerurus albigularis,27/02/2022,,,14425
36220,Mionectes oleagineus,27/02/2022,,,17156
36230,Synallaxis albescens,27/02/2022,,,15521
36240,Pheugopedius rutilus,27/02/2022,,,28822
36250,Sicalis flaveola,27/02/2022,,,37092
36260,Sclateria naevia,27/02/2022,,,16246
36270,Manacus manacus,27/02/2022,,,18318
36280,Myrmotherula axillaris,27/02/2022,,,15713
36290,Tachyphonus rufus,27/02/2022,,,36790
36300,Loriotus luctuosus,27/02/2022,,,36769
36310,Momotus bahamensis,22/06/2022,,,10758
36320,Phylloscopus examinandus,18/10/2022,,,25588
36330,Eremalauda eremodites,04/07/2023,,,24273
36340,Merops nubicoides,04/07/2023,,,10874
36350,Strix mauritanica,08/09/2023,formerly regarded as a subspecies of Strix aluco,,9700
90010,Anser erythropus x Branta leucopsis,13/01/2020,Sex of parents unknown,Anser erythropus x Branta leucopsis,NA
90011,Anser erythropus x Branta leucopsis,13/01/2020,A.e male x B.l female,Anser erythropus x Branta leucopsis,NA
90012,Anser erythropus x Branta leucopsis,13/01/2020,A.e female x B.l male,Anser erythropus x Branta leucopsis,NA
90020,Anser anser x Branta canadensis,13/01/2020,Sex of parents unknown,Anser anser x Branta canadensis,NA
90021,Anser anser x Branta canadensis,13/01/2020,A.a male x B.c female,Anser anser x Branta canadensis,NA
90022,Anser anser x Branta canadensis,13/01/2020,A.a female x B.c male,Anser anser x Branta canadensis,NA
90030,Anser indicus x Branta leucopsis,13/01/2020,Sex of parents unknown,Anser indicus x Branta leucopsis,NA
90031,Anser indicus x Branta leucopsis,13/01/2020,A.i male x B.l female,Anser indicus x Branta leucopsis,NA
90032,Anser indicus x Branta leucopsis,13/01/2020,A.i female x B.l male,Anser indicus x Branta leucopsis,NA
90040,Branta canadensis x Branta leucopsis,13/01/2020,Sex of parents unknown,Carduelis chloris x Carduelis spinus,NA
90041,Branta canadensis x Branta leucopsis,13/01/2020,B.c male x B. l female,Branta canadensis x Branta leucopsis,NA
90042,Branta canadensis x Branta leucopsis,13/01/2020,B.c female x B.l male,Branta canadensis x Branta leucopsis,NA
90050,Anas platyrhynchos x Anas platyrhynchos domestica,13/01/2020,Sex of parents unknown,Anas platyrhynchos x Anas platyrhynchos domestica,NA
90051,Anas platyrhynchos x Anas platyrhynchos domestica,13/01/2020,A.p male x A.p.d female,Anas platyrhynchos x Anas p. domestica,NA
90052,Anas platyrhynchos x Anas platyrhynchos domestica,13/01/2020,A.p female x A.p.d male,Anas platyrhynchos x Anas p. domestica,NA
90060,Falco peregrinus hybrid,13/01/2020,03200 hybrid with unknown species,Falco peregrinus hybrid,NA
90070,Lyrurus tetrix x Tetrao urogallus,13/01/2020,Sex of parents unknown,Tetrao tetrix x Tetrao urogallus,NA
90071,Lyrurus tetrix x Tetrao urogallus,13/01/2020,T.t male x T.u female,Tetrao tetrix x Tetrao urogallus,NA
90072,Lyrurus tetrix x Tetrao urogallus,13/01/2020,T.t female x T.u male,Tetrao tetrix x Tetrao urogallus,NA
90080,Larus argentatus x Larus hyperboreus,13/01/2020,Sex of parents unknown,Larus argentatus x Larus hyperboreus,NA
90081,Larus argentatus x Larus hyperboreus,13/01/2020,L.a male x L.h female,Larus argentatus x Larus hyperboreus,NA
90082,Larus argentatus x Larus hyperboreus,13/01/2020,L.a female x L.h male,Larus argentatus x Larus hyperboreus,NA
90090,Larus argentatus x Larus cachinnans,13/01/2020,Sex of parents unknown,Larus argentatus x Larus cachinnans,NA
90091,Larus argentatus x Larus cachinnans,13/01/2020,L.a male x L.a.c female,Larus argentatus x Larus cachinnans,NA
90092,Larus argentatus x Larus cachinnans,13/01/2020,L.a female x L.a.c male,Larus argentatus x Larus cachinnans,NA
90100,Hirundo rustica x Delichon urbicum,13/01/2020,Sex of parents unknown,Hirundo rustica x Delichon urbicum,NA
90101,Hirundo rustica x Delichon urbicum,13/01/2020,H.r male x D.u female,Hirundo rustica x Delichon urbica,NA
90102,Hirundo rustica x Delichon urbicum,13/01/2020,H.r female x D.u male,Hirundo rustica x Delichon urbica,NA
90110,Phoenicurus ochruros x Phoenicurus phoenicurus,13/01/2020,Sex of parents unknown,Phoenicurus ochruros x Phoenicurus phoenicurus,NA
90111,Phoenicurus ochruros x Phoenicurus phoenicurus,13/01/2020,P.o male x P.p female,Phoenicurus ochruros x P. phoenicurus,NA
90112,Phoenicurus ochruros x Phoenicurus phoenicurus,13/01/2020,P.o female x P.p male,Phoenicurus ochruros x P. phoenicurus,NA
90120,Acrocephalus scirpaceus x Acrocephalus arundinaceus,13/01/2020,Sex of parents unknown,Acrocephalus scirpaceus x Acrocephalus arundinaceus,NA
90121,Acrocephalus scirpaceus x Acrocephalus arundinaceus,13/01/2020,A.s male x A.a female,Acrocephalus scirpaceus x A.arundinaceus,NA
90122,Acrocephalus scirpaceus x Acrocephalus arundinaceus,13/01/2020,A.s female x A.a male,Acrocephalus scirpaceus x A.arundinaceus,NA
90130,Ficedula sp. Hybrid,13/01/2020,any back-crossing,Ficedula sp. Hybrid,NA
90140,Ficedula albicollis x Ficedula hypoleuca,13/01/2020,Sex of parents unknown,Ficedula albicollis x Ficedula hypoleuca,NA
90141,Ficedula albicollis x Ficedula hypoleuca,13/01/2020,F.a male x F.h female,Ficedula albicollis x Ficedula hypoleuca,NA
90142,Ficedula albicollis x Ficedula hypoleuca,13/01/2020,F.a female x F.h male,Ficedula albicollis x Ficedula hypoleuca,NA
90150,Cyanistes caeruleus x Cyanistes cyanus,13/01/2020,Sex of parents unknown,Parus caeruleus x Parus cyanus,NA
90151,Cyanistes caeruleus x Cyanistes cyanus,13/01/2020,P.ca male x P.cy female,Parus caeruleus x Parus cyanus,NA
90152,Cyanistes caeruleus x Cyanistes cyanus,13/01/2020,P.ca. female x P.cy male,Parus caeruleus x Parus cyanus,NA
90160,Spinus spinus hybrid,13/01/2020,16540 hybrid with unknown species,Carduelis spinus hybrid,NA
90161,Chloris chloris x Spinus spinus,13/01/2020,Sex of parents unknown,Carduelis chloris x Carduelis spinus,NA
90170,Hippolais icterina x Hippolais polyglotta,13/01/2020,Sex of parents unknown,Hippolais icterina x Hippolais polyglotta,NA
90171,Hippolais icterina x Hippolais polyglotta,13/01/2020,H.i male x H.p female,Hippolais icterina x H. polyglotta,NA
90172,Hippolais icterina x Hippolais polyglotta,13/01/2020,H.i female x H.p male,Hippolais icterina x H. polyglotta,NA
90180,Clanga pomarina x Clanga clanga,13/01/2020,Sex of parents unknown,Aquila pomarina x Aquila clanga,NA
90181,Clanga pomarina x Clanga clanga,13/01/2020,A.p male x A.c female,Aquila pomarina x Aquila clanga,NA
90182,Clanga pomarina x Clanga clanga,13/01/2020,A.p female x A.c male,Aquila pomarina x Aquila clanga,NA
90190,Motacilla flava x Motacilla citreola,13/01/2020,Sex of parents unknown,Motacilla flava x Motacilla citreola,NA
90191,Motacilla flava x Motacilla citreola,13/01/2020,C.f male x C.c female,Motacilla flava x Motacilla citreola,NA
90192,Motacilla flava x Motacilla citreola,13/01/2020,C.f female x C.c male,Motacilla flava x Motacilla citreola,NA
90200,Corvus cornix x Corvus corone,13/01/2020,Sex of parents unknown,Corvus cornix x C. corone,NA
90201,Corvus cornix x Corvus corone,13/01/2020,C.cornix male x C.corone female,Corvus cornix x C. corone,NA
90202,Corvus cornix x Corvus corone,13/01/2020,C.cornix female x C.corone male,Corvus cornix x C. corone,NA
90210,Passer domesticus x Passer hispaniolensis,13/01/2020,Sex of parents unknown,Passer domesticus x Passer hispaniolensis,NA
90211,Passer domesticus x Passer hispaniolensis,13/01/2020,P.d male x P.h female,Passer domesticus x P. hispaniolensis,NA
90212,Passer domesticus x Passer hispaniolensis,13/01/2020,P.d female x P.h male,Passer domesticus x P. hispaniolensis,NA
90220,Fringilla coelebs x Fringilla montefringilla,13/01/2020,Sex of parents unknown,Fringilla coelebs x Fringilla montefringilla,NA
90221,Fringilla coelebs x Fringilla montefringilla,13/01/2020,F.c male x F.m female,Fringilla coelebs x F. montefringilla,NA
90222,Fringilla coelebs x Fringilla montefringilla,13/01/2020,F.c female x F.m male,Fringilla coelebs x F. montefringilla,NA
90240,Ardea cinerea x Ardea purpurea,13/01/2020,Sex of parents unknown,Ardea cinerea x Ardea purpurea,NA
90241,Ardea cinerea x Ardea purpurea,13/01/2020,A.c male x A.p female,Ardea cinerea x Ardea purpurea,NA
90242,Ardea cinerea x Ardea purpurea,13/01/2020,A.c female x A.p male,Ardea cinerea x Ardea purpurea,NA
90250,Aythya nyroca x Anas platyrhynchos,13/01/2020,Sex of parents unknown,Anas nyroca x Anas platyrhynchos,NA
90251,Aythya nyroca x Anas platyrhynchos,13/01/2020,A.n male x A.p female,Anas nyroca x Anas platyrhynchos,NA
90252,Aythya nyroca x Anas platyrhynchos,13/01/2020,A.n female x A.p male,Anas nyroca x Anas platyrhynchos,NA
90260,Buteo buteo x Buteo rufinus,13/01/2020,Sex of parents unknown,Buteo buteo x Buteo rufinus,NA
90261,Buteo buteo x Buteo rufinus,13/01/2020,B.b male x B.r female,Buteo buteo x B. rufinus,NA
90262,Buteo buteo x Buteo rufinus,13/01/2020,B.b female x B.r male,Buteo buteo x B. rufinus,NA
90270,Streptopelia turtur x Streptopelia decaocto,13/01/2020,Sex of parents unknown,Streptopelia turtur x Streptopelia decaocto,NA
90271,Streptopelia turtur x Streptopelia decaocto,13/01/2020,S.t male x S.d female,Streptopelia turtur x S. decaocto,NA
90272,Streptopelia turtur x Streptopelia decaocto,13/01/2020,S.t female x S.d male,Streptopelia turtur x S. decaocto,NA
90280,Delichon urbicum x Riparia riparia,13/01/2020,Sex of parents unknown,Delichon urbica x Riparia riparia,NA
90281,Delichon urbicum x Riparia riparia,13/01/2020,D.u male x R.r female,Delichon urbica x Riparia riparia,NA
90282,Delichon urbicum x Riparia riparia,13/01/2020,D.u female x R.r male,Delichon urbica x Riparia riparia,NA
90290,Luscinia megarhynchos x Luscinia luscinia,13/01/2020,Sex of parents unknown,Luscinia megarhynchos x Luscinia luscinia,NA
90291,Luscinia megarhynchos x Luscinia luscinia,13/01/2020,L.m. male x L.l female,Luscinia megarhynchos x L. luscinia,NA
90292,Luscinia megarhynchos x Luscinia luscinia,13/01/2020,L.m. female x L.l male,Luscinia megarhynchos x L. luscinia,NA
90300,Acrocephalus palustris x Acrocephalus scirpaceus,13/01/2020,Sex of parents unknown,Acrocephalus palustris x A. scirpaceus,NA
90301,Acrocephalus palustris x Acrocephalus scirpaceus,13/01/2020,A.p male x A.s female,Acrocephalus palustris x A. scirpaceus,NA
90302,Acrocephalus palustris x Acrocephalus scirpaceus,13/01/2020,A.p female x A.s male,Acrocephalus palustris x A. scirpaceus,NA
90310,Passer domesticus x Passer montanus,13/01/2020,Sex of parents unknown,Passer domesticus x Passer montanus,NA
90311,Passer domesticus x Passer montanus,13/01/2020,P.d male x P.m female,Passer domesticus x P. montanus,NA
90312,Passer domesticus x Passer montanus,13/01/2020,P.d female x P.m male,Passer domesticus x P. montanus,NA
90320,Larus fuscus x Larus michahellis,13/01/2020,Sex of parents unknown,Larus fuscus x Larus michahellis,NA
90321,Larus fuscus x Larus michahellis,13/01/2020,L.f male x L.m. female,Larus fuscus x Larus michahellis,NA
