EURING Code,Current Name,Date Updated,Notes,Old name,Current IOC code
13353,Muscicapa striata tyrrenica,02/06/2008,,Muscicapa striata tyrrenica,NA
13360,Muscicapa gambagae,02/06/2008,,Muscicapa gambagae,30779
13369,Muscicapidae,02/06/2008,,Muscicapa sp.,NA
13370,Ficedula sapphira,02/06/2008,,Ficedula sapphira,31299
13380,Ficedula tricolor,02/06/2008,,Ficedula tricolor,31271
13390,Ficedula superciliaris,02/06/2008,,Ficedula superciliaris,31303
13400,Ficedula erithacus,02/06/2008,,Ficedula hodgsonii,31292
13410,Ficedula hyperythra,02/06/2008,,Ficedula hyperythra,31276
13420,Ficedula strophiata,02/06/2008,,Ficedula strophiata,31296
13430,Ficedula parva,02/06/2008,,Ficedula parva,31317
13431,Ficedula parva parva,02/06/2008,,Ficedula parva parva,NA
13432,Ficedula albicilla,02/06/2008,,Ficedula parva albicilla,31319
13440,Ficedula mugimaki,02/06/2008,,Ficedula mugimaki,31291
13450,Ficedula zanthopygia,02/06/2008,,Ficedula zanthopygia,31262
13460,Ficedula narcissina,02/06/2008,,Ficedula narcissina,31265
13470,Ficedula semitorquata,02/06/2008,,Ficedula semitorquata,31321
13480,Ficedula albicollis,02/06/2008,,Ficedula albicollis,31329
13481,Ficedula albicollis albicollis,02/06/2008,,Ficedula albicollis albicollis,NA
13482,Obsolete code,02/06/2008,Duplicated species ? use 13470,Ficedula albicollis semitorquata,NA
13490,Ficedula hypoleuca,02/06/2008,,Ficedula hypoleuca,31325
13491,Ficedula hypoleuca hypoleuca,02/06/2008,,Ficedula hypoleuca hypoleuca,31326
13492,Ficedula hypoleuca iberiae,02/06/2008,,Ficedula hypoleuca ibericus,31327
13493,Ficedula hypoleuca speculigera,12/11/2018,Atlas Flycatcher,Ficedula hypoleuca speculigera,NA
13499,Ficedula sp.,07/07/2014,Flycatcher sp.,Ficedula sp.,NA
13500,Culicicapa ceylonensis,02/06/2008,,Culicicapa ceylonensis,23349
13510,Chelidorhynx hypoxanthus,02/06/2008,,Rhipidura hypoxantha,23344
13520,Rhipidura albicollis,02/06/2008,,Rhipidura albicollis,21778
13530,Terpsiphone viridis,02/06/2008,,Terpsiphone viridis,22035
13540,Terpsiphone paradisi,02/06/2008,,Terpsiphone paradisi,22047
13550,Terpsiphone atrocaudata,02/06/2008,,Terpsiphone atrocaudata,22067
13560,Erythrogenys erythrogenys,02/06/2008,,Pomatorhinus erythrogenys,27701
13570,Pomatorhinus ruficollis,02/06/2008,,Pomatorhinus ruficollis,27649
13580,Pnoepyga albiventer,02/06/2008,,Pnoepyga albiventer,25145
13590,Pnoepyga pusilla,02/06/2008,,Pnoepyga pusilla,25153
13600,Spelaeornis troglodytoides,02/06/2008,,Spelaeornis troglodytoides,27609
13610,Cyanoderma ruficeps,02/06/2008,,Stachyris ruficeps,27592
13620,Moupinia poecilotis,02/06/2008,,Moupinia poecilotis,26946
13630,Chamaea fasciata,02/06/2008,,Chamaea fasciata,26996
13640,Panurus biarmicus,02/06/2008,,Panurus biarmicus,23761
13650,Conostoma aemodium,02/06/2008,,Conostoma oemodium,NA
13660,Cholornis paradoxus,02/06/2008,,Paradoxornis paradoxus,NA
13670,Cholornis unicolor,02/06/2008,,Paradoxornis unicolor,NA
13680,Paradoxornis flavirostris,02/06/2008,,Paradoxornis flavirostris,27008
13690,Sinosuthora conspicillata,02/06/2008,,Paradoxornis conspicillatus,NA
13700,Sinosuthora webbiana,02/06/2008,,Paradoxornis webbianus,NA
13701,Sinosuthora webbiana webbiana,02/06/2008,,Paradoxornis webbianus webbianus,NA
13702,Sinosuthora webbiana suffusa,02/06/2008,,Paradoxornis webbianus suffusa,NA
13703,Sinosuthora webbiana fulvicauda,02/06/2008,,Paradoxornis webbianus fulvicauda,NA
13704,Sinosuthora webbiana mantschurica,02/06/2008,,Paradoxornis webbianus mantschurica,NA
13705,Sinosuthora alphonsiana,02/06/2008,,Paradoxornis webbianus alphonsiana,NA
13710,Sinosuthora zappeyi,02/06/2008,,Paradoxornis zappeyi,NA
13720,Sinosuthora przewalskii,02/06/2008,,Paradoxornis przewalskii,NA
13730,Suthora fulvifrons,02/06/2008,,Paradoxornis fulvifrons,27033
13740,Suthora nipalensis,02/06/2008,,Paradoxornis nipalensis,27038
13750,Suthora verreauxi,02/06/2008,,Paradoxornis verreauxi,27049
13760,Calamornis heudei,02/06/2008,,Paradoxornis heudei,NA
13770,Argya altirostris,02/06/2008,,Turdoides altirostris,28286
13780,Argya caudata,02/06/2008,,Turdoides caudatus,28290
13790,Argya squamiceps,02/06/2008,,Turdoides squamiceps,28299
13800,Argya fulva,02/06/2008,,Turdoides fulvus,28293
13810,Pterorhinus lanceolatus,02/06/2008,,Babax lanceolatus,28493
13820,Pterorhinus waddelli,02/06/2008,,Babax waddelli,28497
13830,Pterorhinus koslowi,02/06/2008,,Babax koslowi,28501
13840,Pterorhinus perspicillatus,02/06/2008,,Garrulax perspicillatus,28478
13850,Pterorhinus albogularis,02/06/2008,,Garrulax albogularis,28504
13860,Pterorhinus pectoralis,02/06/2008,,Garrulax pectoralis,28479
13870,Grammatoptila striata,02/06/2008,,Garrulax striatus,28059
13880,Garrulax maesi,02/06/2008,,Garrulax maesi,28414
13890,Trochalopteron variegatum,02/06/2008,,Garrulax variegatus,28091
13900,Pterorhinus davidi,02/06/2008,,Garrulax davidi,28486
13910,Ianthocincla sukatschewi,02/06/2008,,Garrulax sukatschewi,28420
13920,Ianthocincla cineracea,02/06/2008,,Garrulax cineraceus,28430
13930,Ianthocincla lunulata,02/06/2008,,Garrulax lunulatus,28443
13940,Ianthocincla maxima,02/06/2008,,Garrulax maximus,28440
13950,Ianthocincla ocellata,02/06/2008,,Garrulax ocellatus,28435
13960,Pterorhinus caerulatus,02/06/2008,,Garrulax caerulatus,28510
13970,Garrulax canorus,02/06/2008,,Garrulax canorus,28378
13980,Pterorhinus sannio,02/06/2008,,Garrulax sannio,28473
13990,Trochalopteron lineatum,02/06/2008,,Garrulax lineatus,28082
14000,Trochalopteron subunicolor,02/06/2008,,Garrulax subunicolor,28074
14010,Trochalopteron elliotii,02/06/2008,,Garrulax elliotii,28105
14020,Trochalopteron henrici,02/06/2008,,Garrulax henrici,28104
14030,Trochalopteron affine,02/06/2008,,Garrulax affinis,28095
14040,Trochalopteron erythrocephalum,02/06/2008,,Garrulax erythrocephalus,28114
14050,Trochalopteron formosum,02/06/2008,,Garrulax formosus,28125
14060,Liocichla steerii,02/06/2008,,Liocichla steerii,28247
14070,Leiothrix lutea,02/06/2008,,Leiothrix lutea,28211
14080,Myzornis pyrrhoura,02/06/2008,,Myzornis pyrrhoura,26945
14090,Cutia nipalensis,02/06/2008,,Cutia nipalensis,28065
14100,Pteruthius flaviscapis,02/06/2008,,Pteruthius flaviscapis,21182
14110,Pteruthius xanthochlorus,02/06/2008,,Pteruthius xanthochloris,21159
14120,Actinodura nipalensis,02/06/2008,,Actinodura nipalensis,28170
14130,Actinodura cyanouroptera,02/06/2008,,Minla cyanouroptera,28182
14140,Actinodura strigula,02/06/2008,,Minla strigula,28192
14150,Minla ignotincta,02/06/2008,,Minla ignotincta,28232
14160,Lioparus chrysotis,02/06/2008,,Alcippe chrysotis,26947
14170,Schoeniparus cinereus,02/06/2008,,Alcippe cinerea,27804
14180,Schoeniparus castaneceps,02/06/2008,,Alcippe castaneceps,27805
14190,Fulvetta vinipectus,02/06/2008,,Alcippe vinipectus,26975
14200,Fulvetta striaticollis,02/06/2008,,Alcippe striaticollis,26974
14210,Fulvetta ruficapilla,02/06/2008,,Alcippe ruficapilla,26968
14220,Fulvetta cinereiceps,02/06/2008,,Alcippe cinereiceps,26989
14230,Schoeniparus brunneus,02/06/2008,,Alcippe brunnea,27826
14240,Alcippe morrisonia,02/06/2008,,Alcippe morrisonia,28050
14250,Heterophasia capistrata,02/06/2008,,Heterophasia capistrata,28152
14260,Heterophasia pulchella,02/06/2008,,Heterophasia pulchella,28156
14270,Yuhina gularis,02/06/2008,,Yuhina gularis,27108
14280,Parayuhina diademata,02/06/2008,,Yuhina diademata,27081
14290,Yuhina occipitalis,02/06/2008,,Yuhina occipitalis,27113
14300,Yuhina nigrimenta,02/06/2008,,Yuhina nigrimenta,27093
14310,Psaltriparus minimus,02/06/2008,,Psaltriparus minimus,25390
14320,Aegithalos fuliginosus,02/06/2008,,Aegithalos fuliginosus,25446
14330,Aegithalos iouschistos,02/06/2008,,Aegithalos iouschistos,25439
14340,Aegithalos niveogularis,02/06/2008,,Aegithalos niveogularis,25437
14350,Aegithalos leucogenys,02/06/2008,,Aegithalos leucogenys,25426
14360,Aegithalos concinnus,02/06/2008,,Aegithalos concinnus,25427
14370,Aegithalos caudatus,02/06/2008,,Aegithalos caudatus,25405
14371,Aegithalos caudatus caudatus,02/06/2008,,Aegithalos caudatus caudatus,25406
14372,Aegithalos caudatus sibiricus,02/06/2008,,Aegithalos caudatus sibiricus,NA
14373,Aegithalos caudatus japonicus,02/06/2008,,Aegithalos caudatus japonicus,NA
14374,Aegithalos caudatus europaeus,02/06/2008,,Aegithalos caudatus europaeus,25408
14375,Aegithalos caudatus rosaceus,02/06/2008,,Aegithalos caudatus rosaceus,25407
14380,Sylviparus modestus,02/06/2008,,Sylviparus modestus,23378
14390,Poecile superciliosus,02/06/2008,,Parus superciliosus,23488
14400,Poecile palustris,02/06/2008,,Parus palustris,23541
14409,Poecile sp.,28/10/2013,For old records before species split,Parus palustris or montanus,NA
14410,Poecile lugubris,02/06/2008,,Parus lugubris,23489
14420,Poecile montanus,02/06/2008,,Parus montanus,23556
14421,Poecile montanus montanus,19/03/2012,Alpine Willow Tit,Parus montanus montanus,23559
14422,Poecile montanus songarus,02/06/2008,,Parus montanus songarus,23569
14430,Poecile atricapillus,02/06/2008,,Parus atricapillus,23521
14440,Poecile carolinensis carolinensis,02/06/2008,,Parus carolinensis,23519
14450,Poecile sclateri,02/06/2008,,Parus sclateri,23511
14460,Poecile gambeli,02/06/2008,,Parus gambeli,23531
14470,Baelophus wollweberi,02/06/2008,,Parus wollweberi,NA
14480,Poecile cinctus,02/06/2008,,Parus cinctus,23495
14490,Poecile hudsonicus,02/06/2008,,Parus hudsonicus,23504
14500,Poecile rufescens,02/06/2008,,Parus rufescens,23500
14510,Baelophus bicolor,02/06/2008,,Parus bicolor,NA
14520,Baeolophus inornatus,02/06/2008,,Parus inornatus,23452
14530,Lophophanes dichrous,02/06/2008,,Parus dichrous,23441
14540,Lophophanes cristatus,02/06/2008,,Parus cristatus,23433
14550,Poecile davidi,02/06/2008,,Parus davidi,23538
14560,Pardaliparus venustulus,02/06/2008,,Parus venustulus,23421
14570,Sittiparus varius,02/06/2008,,Parus varius,23471
14580,Periparus rufonuchalis,02/06/2008,,Parus rufonuchalis,23387
14590,Periparus rubidiventris,02/06/2008,,Parus rubidiventris,23389
14600,Periparus ater melanolophus,02/06/2008,,Parus melanolophus,23415
14610,Periparus ater,02/06/2008,,Parus ater,23394
14611,Periparus ater ater,02/06/2008,,Parus ater ater,23397
14612,Periparus ater britannicus,19/12/2018,,Parus ater britannicus,23395
14613,Periparus ater hibernicus,19/12/2018,,Parus ater hibernicus,23396
14620,Cyanistes caeruleus,02/06/2008,,Parus caeruleus,23583
14621,Cyanistes caeruleus caeruleus,02/06/2008,,Parus caeruleus caeruleus,23585
14622,Cyanistes teneriffae ultramarinus,02/06/2008,,Parus caeruleus ultramarinus,23578
14623,Cyanistes caeruleus pleskii,02/06/2008,,Parus caeruleus pleskii,NA
14624,Cyanistes teneriffae palmensis,02/06/2008,,Parus caeruleusc,23574
14625,Cyanistes teneriffae,02/06/2008,,Parus caeruleus teneriffae,23572
14626,Cyanistes teneriffae ombriosus,02/06/2008,,Parus caeruleus ombriosus,23580
14627,Cyanistes teneriffae degener,02/06/2008,,Parus caeruleus degener,23579
14630,Cyanistes cyanus,02/06/2008,,Parus cyanus,23593
14631,Cyanistes cyanus cyanus,31/10/2017,,Parus cyanus cyanus,23594
14632,Cyanistes cyanus flavipectus,31/10/2017,Parus flavipectus,Parus cyanus flavipectus,23601
14640,Parus major,02/06/2008,,Parus major,23604
14641,Parus major major,02/06/2008,,Parus major major,23606
14642,Parus major excelsus,02/06/2008,,Parus major excelsus,23611
14643,Parus major aphrodite,23/03/2015,,Parus major aphrodite,23613
14650,Parus major bokharensis,02/06/2008,,Parus bokharensis,23619
14660,Parus monticolus,02/06/2008,,Parus monticolus,23652
14669,Paridae sp.,02/06/2008,,Parus sp.,NA
14670,Sitta yunnanensis,02/06/2008,,Sitta yunnanensis,29261
14680,Sitta villosa,02/06/2008,,Sitta villosa,29266
14690,Sitta krueperi,02/06/2008,,Sitta krueperi,29263
14700,Sitta whiteheadi,02/06/2008,,Sitta whiteheadi,29265
14710,Sitta ledanti,02/06/2008,,Sitta ledanti,29262
14720,Sitta canadensis,02/06/2008,,Sitta canadensis,29264
14730,Sitta pygmaea,02/06/2008,,Sitta pygmaea,29248
14740,Sitta pusilla,02/06/2008,,Sitta pusilla,29257
14750,Sitta leucopsis,02/06/2008,,Sitta leucopsis,29209
14760,Sitta carolinensis,02/06/2008,,Sitta carolinensis,29216
14770,Sitta himalayensis,02/06/2008,,Sitta himalayensis,29285
14780,Sitta castanea,02/06/2008,,Sitta castanea,29315
14790,Sitta europaea,02/06/2008,,Sitta europaea,29286
14791,Sitta europaea europaea,02/06/2008,,Sitta europaea europaea,29301
14792,Sitta europaea asiatica,02/06/2008,,Sitta europaea asiatica,29289
14793,Sitta europaea caesia,02/06/2008,,Sitta europaea caesia,29300
14800,Sitta tephronota,02/06/2008,,Sitta tephronota,29277
14810,Sitta neumayer,02/06/2008,,Sitta neumayer,29270
14820,Tichodroma muraria,02/06/2008,,Tichodroma muraria,29325
14830,Certhia discolor,02/06/2008,,Certhia discolor,29375
14840,Certhia himalayana,02/06/2008,,Certhia himalayana,29369
14850,Certhia nipalensis,02/06/2008,,Certhia nipalensis,29374
14860,Certhia familiaris,02/06/2008,,Certhia familiaris,29328
14861,Certhia familiaris familiaris,02/06/2008,,Certhia familiaris familiaris,29332
14862,Certhia familiaris britannica,02/06/2008,,Certhia familiaris britannica,29329
14863,Certhia familiaris corsa,02/06/2008,,Certhia familiaris corsa,29331
14864,Certhia familiaris macrodactyla,02/06/2008,,Certhia familiaris macrodactyla,29330
14870,Certhia brachydactyla,02/06/2008,,Certhia brachydactyla,29360
14879,Certhia sp.,07/07/2014,Treecreeper sp.,Certhia sp.,NA
14880,Cephalopyrus flammiceps,02/06/2008,,Cephalopyrus flammiceps,23375
14890,Auriparus flaviceps,02/06/2008,,Auriparus flaviceps,23751
14900,Remiz pendulinus,02/06/2008,,Remiz pendulinus,23708
14901,Remiz pendulinus pendulinus,02/06/2008,,Remiz pendulinus pendulinus,23709
14902,Remiz coronatus,02/06/2008,,Remiz pendulinus coronatus,23718
14903,Remiz macronyx,02/06/2008,,Remiz pendulinus macronyx,23713
14910,Hedydipna platura,02/06/2008,,Anthreptes platurus,32025
14920,Hedydipna metallica,02/06/2008,,Anthreptes metallicus,32027
14930,Cinnyris asiaticus,02/06/2008,,Nectarinia asiatica,32289
14940,Cinnyris habessinicus,02/06/2008,,Nectarinia habessinica,32256
14950,Cinnyris osea,02/06/2008,,Nectarinia osea,32250
14960,Aethopyga gouldiae,02/06/2008,,Aethopyga gouldiae,32376
14970,Aethopyga nipalensis,02/06/2008,,Aethopyga nipalensis,32381
14980,Aethopyga ignicauda,02/06/2008,,Aethopyga ignicauda,32431
14990,Dicaeum melanozanthum,02/06/2008,,Dicaeum melanoxanthum,31787
15000,Dicaeum ignipectus,02/06/2008,,Dicaeum ignipectus,31914
15010,Zosterops palpebrosus,02/06/2008,,Zosterops palpebrosa,27231
15020,Zosterops erythropleurus,02/06/2008,,Zosterops erythropleura,27197
15030,Zosterops japonicus,02/06/2008,,Zosterops japonica,27210
15040,Zosterops abyssinicus,02/06/2008,,Zosterops abyssinica,27188
15049,Zosteropidae sp.,02/06/2008,,Zosterops sp.,NA
15050,Apalopteron familiare,02/06/2008,,Apalopteron familiare,27171
15060,Oriolus traillii,02/06/2008,,Oriolus traillii,21527
15070,Oriolus chinensis,02/06/2008,,Oriolus chinensis,21593
15080,Oriolus oriolus,02/06/2008,,Oriolus oriolus,21591
15090,Tchagra senegalus,02/06/2008,,Tchagra senegala,20069
15100,Telophorus cruentus,02/06/2008,,Rhodophoneus cruentus,20039
15110,Lanius tigrinus,02/06/2008,,Lanius tigrinus,22434
15120,Lanius bucephalus,02/06/2008,,Lanius bucephalus,22459
15130,Lanius cristatus,02/06/2008,,Lanius cristatus,22454
15140,Lanius isabellinus/phoenicuroides,02/06/2008,,Lanius isabellinus,NA
15141,Lanius isabellinus,07/06/2021,,,22438
15150,Lanius collurio,02/06/2008,,Lanius collurio,22442
15151,Lanius collurio collurio,02/06/2008,,Lanius collurio collurio,NA
15152,Lanius phoenicuroides,02/06/2008,,Lanius collurio phoenicuroides,22447
15153,Obsolete code,02/06/2008,Duplicated species ? use 15140,Lanius collurio isabellinus,NA
15160,Lanius vittatus,02/06/2008,,Lanius vittatus,22435
15170,Lanius schach,02/06/2008,,Lanius schach,22462
15180,Lanius tephronotus,02/06/2008,,Lanius tephronotus,22473
15190,Lanius minor,02/06/2008,,Lanius minor,22423
15200,Lanius excubitor,02/06/2008,,Lanius excubitor,22362
15201,Lanius excubitor excubitor,02/06/2008,,Lanius excubitor excubitor,22363
15202,Lanius excubitor elegans,02/06/2008,,Lanius excubitor elegans,22369
15203,Lanius meridionalis,02/06/2008,,Lanius excubitor meridionalis,22395
15204,Lanius excubitor homeyeri,20/01/2009,,Lanius excubitor homeyeri,22364
15205,Lanius excubitor algeriensis,20/01/2009,,Lanius excubitor algeriensis,22367
15206,Lanius excubitor pallidirostris,20/01/2009,Formerly Lanius excubitor pallidirostris,Lanius pallidirostris,22377
15207,Lanius excubitor aucheri,14/02/2022,,,22371
15210,Lanius sphenocercus,02/06/2008,,Lanius sphenocercus,22393
15220,Lanius ludovicianus,02/06/2008,,Lanius ludovicianus,22379
15230,Lanius senator,02/06/2008,,Lanius senator,22426
15231,Lanius senator senator,02/06/2008,,Lanius senator senator,22427
15232,Lanius senator badius,02/06/2008,,Lanius senator badius,22429
15233,Lanius senator niloticus,02/06/2008,,Lanius senator niloticus,22430
15240,Lanius nubicus,02/06/2008,,Lanius nubicus,22404
15249,Lanius sp.,02/06/2008,,Lanius sp.,NA
15250,Dicrurus macrocercus,02/06/2008,,Dicrurus macrocercus,21748
15260,Dicrurus leucophaeus,02/06/2008,,Dicrurus leucophaeus,21708
15270,Dicrurus hottentottus,02/06/2008,,Dicrurus hottentottus,21675
15280,Cyanocorax dickeyi,02/06/2008,,Cyanocorax dickeyi,22543
15290,Cyanocorax yncas,02/06/2008,,Cyanocorax yncas,22570
15300,Calocitta formosa,02/06/2008,,Cyanocorax formosa,22584
15310,Psilorhinus morio,02/06/2008,,Cyanocorax morio,22577
15320,Cyanocorax sanblasianus,02/06/2008,,Cyanocorax sanblasiana,22530
15330,Cyanocorax beecheii,02/06/2008,,Cyanocorax beecheii,22536
15340,Cyanocitta stelleri,02/06/2008,,Cyanocitta stelleri,22594
15350,Cyanocitta cristata,02/06/2008,,Cyanocitta cristata,22589
15360,Aphelocoma ultramarina,02/06/2008,,Aphelocoma ultramarina,22617
15370,Aphelocoma coerulescens,02/06/2008,,Aphelocoma coerulescens,22650
15380,Gymnorhinus cyanocephalus,02/06/2008,,Gymnorhinus cyanocephalus,22652
15390,Garrulus glandarius,02/06/2008,,Garrulus glandarius,22653
15391,Garrulus glandarius glandarius,30/06/2021,,Garrulus glandarius glandarius,22656
15400,Garrulus lanceolatus,02/06/2008,,Garrulus lanceolatus,22697
15410,Garrulus lidthi,02/06/2008,,Garrulus lidthi,22698
15420,Perisoreus canadensis,02/06/2008,,Perisoreus canadensis,22493
15430,Perisoreus infaustus,02/06/2008,,Perisoreus infaustus,22480
15440,Perisoreus internigrans,02/06/2008,,Perisoreus internigrans,22492
15450,Urocissa flavirostris,02/06/2008,,Urocissa flavirostris,22713
15460,Urocissa erythroryncha,02/06/2008,,Urocissa erythrorhyncha,22718
15470,Cyanopica cooki,14/11/2023,,Cyanopica cyana,22699
15480,Dendrocitta formosae,02/06/2008,,Dendrocitta formosae,22758
15490,Pica pica,02/06/2008,,Pica pica,22773
15491,Pica pica pica,02/06/2008,,Pica pica pica,22775
15492,Pica pica melanotus,02/06/2008,,Pica pica melanotus,NA
15493,Pica mauritanica,02/06/2008,,Pica pica mauritanica,22782
15500,Pica nuttalli,02/06/2008,,Pica nuttalli,22793
15510,Podoces hendersoni,02/06/2008,,Podoces hendersoni,22795
15520,Podoces biddulphi,02/06/2008,,Podoces biddulphi,22796
15530,Podoces panderi,02/06/2008,,Podoces panderi,22797
15540,Podoces pleskei,02/06/2008,,Podoces pleskei,22800
15550,Pseudopodoces humilis,02/06/2008,,Pseudopodoces humilis,23603
15560,Nucifraga columbiana,02/06/2008,,Nucifraga columbiana,22801
15570,Nucifraga caryocatactes,02/06/2008,,Nucifraga caryocatactes,22802
15571,Nucifraga caryocatactes caryocatactes,02/06/2008,,Nucifraga caryocatactes caryocatactes,22803
15572,Nucifraga caryocatactes macrorhynchos,02/06/2008,,Nucifraga caryocatactes macrorhynchos,22804
15580,Pyrrhocorax graculus,02/06/2008,,Pyrrhocorax graculus,22824
15590,Pyrrhocorax pyrrhocorax,02/06/2008,,Pyrrhocorax pyrrhocorax,22815
15600,Coloeus monedula,02/06/2008,,Corvus monedula,22829
15601,Coloeus monedula monedula,02/06/2008,,Corvus monedula monedula,22830
15602,Coloeus monedula soemmerringii,02/06/2008,,Corvus monedula soemmerringii,22832
15603,Coloeus monedula spermologus,02/06/2008,,Corvus monedula spermologus,22831
15610,Coloeus dauuricus,02/06/2008,,Corvus dauuricus,22834
15620,Corvus splendens,02/06/2008,,Corvus splendens,22835
15630,Corvus frugilegus,02/06/2008,,Corvus frugilegus,22873
15640,Corvus brachyrhynchos,02/06/2008,,Corvus brachyrhynchos,22876
15650,Corvus imparatus,02/06/2008,,Corvus imparatus,22884
15660,Corvus ossifragus,02/06/2008,,Corvus ossifragus,22886
15670,Corvus corone/cornix,02/06/2008,,Corvus corone,NA
15671,Corvus corone,02/06/2008,,Corvus corone corone,22895
15673,Corvus cornix,02/06/2008,,Corvus corone cornix,22898
15680,Corvus macrorhynchos,02/06/2008,,Corvus macrorhynchos,22905
15690,Corvus torquatus,02/06/2008,,Corvus torquatus,22904
15700,Corvus albus,02/06/2008,,Corvus albus,22937
15710,Corvus ruficollis,02/06/2008,,Corvus ruficollis,22938
15720,Corvus corax,02/06/2008,,Corvus corax,22942
15721,Corvus corax corax,02/06/2008,,Corvus corax corax,22947
15722,Corvus corax tingitanus,02/06/2008,,Corvus corax tingitanus,22950
15730,Corvus cryptoleucus,02/06/2008,,Corvus cryptoleucus,22955
15740,Corvus rhipidurus,02/06/2008,,Corvus rhipidurus,22956
15749,Corvus sp.,02/06/2008,,Corvus sp.,NA
15750,Onychognathus tristramii,02/06/2008,,Onychognathus tristramii,29804
15760,Cinnyricinclus leucogaster,02/06/2008,,Cinnyricinclus leucogaster,29781
15770,Sturnia pagodarum,02/06/2008,,Sturnus pagodarum,29692
15780,Spodiopsar sericeus,02/06/2008,,Sturnus sericeus,29668
15790,Agropsar sturninus,02/06/2008,,Sturnus sturninus,29679
15800,Agropsar philippensis,02/06/2008,,Sturnus philippensis,29680
15810,Sturnia sinensis,02/06/2008,,Sturnus sinensis,29681
15820,Sturnus vulgaris,02/06/2008,,Sturnus vulgaris,29698
15830,Sturnus unicolor,02/06/2008,,Sturnus unicolor,29712
15840,Pastor roseus,02/06/2008,,Sturnus roseus,29697
15850,Spodiopsar cineraceus,02/06/2008,,Sturnus cineraceus,29669
15859,Sturnidae sp.,02/06/2008,,Sturnus sp.,NA
15860,Creatophora cinerea,02/06/2008,,Creatophora cineracea,29713
15870,Acridotheres tristis,02/06/2008,,Acridotheres tristis,29657
15880,Acridotheres ginginianus,02/06/2008,,Acridotheres ginginianus,29656
15890,Acridotheres cristatellus,02/06/2008,,Acridotheres cristatellus,29642
15900,Passer ammodendri,02/06/2008,,Passer ammodendri,32585
15910,Passer domesticus,02/06/2008,,Passer domesticus,32601
15911,Passer domesticus domesticus,02/06/2008,,Passer domesticus domesticus,32602
15912,Passer italiae,02/06/2008,,Passer italiae,32599
15913,Passer domesticus indicus,02/06/2008,,Passer domesticus indicus,32609
15914,Passer domesticus biblicus,23/03/2015,,Passer domesticus biblicus,32606
15919,Passer domesticus/hispaniolensis,30/01/2012,Identity of species unclear (some females or juveniles),Passer domesticus/hispaniolensis,NA
15920,Passer hispaniolensis,02/06/2008,,Passer hispaniolensis,32596
15921,Passer hispaniolensis hispaniolensis,02/06/2008,,Passer hispaniolensis hispaniolensis,32597
15922,Obsolete code,02/06/2008,Duplicated species ? use 15912,Passer hispaniolensis maltae,NA
15930,Passer pyrrhonotus,02/06/2008,,Passer pyrrhonotus,32567
15940,Passer cinnamomeus,02/06/2008,,Passer rutilans,32568
15950,Passer moabiticus,02/06/2008,,Passer moabiticus,32630
15960,Passer iagoensis,02/06/2008,,Passer iagoensis,32619
15970,Passer simplex,02/06/2008,,Passer simplex,32621
15980,Passer montanus,02/06/2008,,Passer montanus,32572
15990,Passer luteus,02/06/2008,,Passer luteus,32628
16000,Passer euchlorus,02/06/2008,,Passer euchlorus,32626
16009,Passer sp.,02/06/2008,,Passer sp.,NA
16010,Carpospiza brachydactyla,02/06/2008,,Petronia brachydactyla,32488
16020,Gymnoris xanthocollis,02/06/2008,,Petronia xanthocollis,32534
16030,Gymnoris dentata,02/06/2008,,Petronia dentata,32531
16040,Petronia petronia,02/06/2008,,Petronia petronia,32489
16050,Pyrgilauda theresae,02/06/2008,,Montifringilla theresae,32512
16060,Pyrgilauda blanfordi,02/06/2008,,Montifringilla blanfordi,32519
16070,Pyrgilauda ruficollis,02/06/2008,,Montifringilla ruficollis,32513
16080,Pyrgilauda davidiana,02/06/2008,,Montifringilla davidiana,32516
16090,Onychostruthus taczanowskii,02/06/2008,,Montifringilla taczanowskii,32498
16100,Montifringilla adamsi,02/06/2008,,Montifringilla adamsi,32509
16110,Montifringilla nivalis,02/06/2008,,Montifringilla nivalis,32501
16120,Ploceus galbula,02/06/2008,,Ploceus galbula,32739
16130,Lagonosticta senegala,02/06/2008,,Lagonosticta senegala,33399
16140,Uraeginthus bengalus,02/06/2008,,Uraeginthus bengalus,33347
16150,Estrilda astrild,02/06/2008,,Estrilda astrild,33277
16160,Estrilda rufibarba,02/06/2008,,Estrilda rufibarba,33300
16170,Amandava subflava,02/06/2008,,Amandava subflava,33328
16180,Euodice malabarica,02/06/2008,,Euodice malabarica,33032
16190,Obsolete code,02/06/2008,Duplicated species ? use 32930,Euodice cantans,NA
16200,Lonchura striata,02/06/2008,,Lonchura striata,33067
16210,Vireo atricapilla,02/06/2008,,Vireo atricapillus,21447
16220,Vireo pallens,02/06/2008,,Vireo pallens,21407
16230,Vireo griseus,02/06/2008,,Vireo griseus,21421
16240,Vireo crassirostris,02/06/2008,,Vireo crassirostris,21429
16250,Vireo bellii,02/06/2008,,Vireo bellii,21441
16260,Vireo vicinior,02/06/2008,,Vireo vicinior,21387
16270,Vireo solitarius,02/06/2008,,Vireo solitarius,21391
16280,Vireo flavifrons,02/06/2008,,Vireo flavifrons,21388
16290,Vireo huttoni,02/06/2008,,Vireo huttoni,21373
16300,Vireo hypochryseus,02/06/2008,,Vireo hypochryseus,21309
16310,Vireo philadelphicus,02/06/2008,,Vireo philadelphicus,21347
16320,Vireo flavoviridis,02/06/2008,,Vireo flavoviridis,21313
